Boost,Seed,At Slot,Blocks,Slots,From Weight,To Weight
0.030,13105,14,1,2,5,6
0.030,13105,151,2,8,40.62,41.62
0.030,13105,151,1,3,39.62,40.62
0.030,13105,14,1,2,5,6
0.030,13105,151,1,3,39.62,40.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,0,1,7,1,3
0.030,13105,14,1,2,5,6
0.030,13105,14,1,2,5,6
0.030,13105,151,2,8,40.62,41.62
0.030,13105,128,1,4,31.44,32.44
0.030,13105,151,2,8,40.62,41.62
0.030,13105,14,1,2,5,6
0.030,13105,151,1,3,39.62,40.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,52,1,5,15.450000000000001,16.450000000000003
0.030,13105,128,1,4,31.44,32.44
0.030,13105,14,1,2,5,6
0.030,13105,52,1,5,15.450000000000001,16.450000000000003
0.030,13105,128,1,4,31.44,32.44
0.030,13105,0,2,140,2,3
0.030,13105,151,2,8,40.62,41.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,128,1,4,31.44,32.44
0.030,13105,145,1,2,36.62,37.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,52,1,5,15.450000000000001,16.450000000000003
0.030,13105,151,2,8,40.62,41.62
0.030,13105,14,1,2,5,6
0.030,13105,128,1,4,31.44,32.44
0.030,13105,151,2,8,40.62,41.62
0.030,13105,151,1,3,39.62,40.62
0.030,13105,0,1,7,1,2
0.030,13105,14,1,2,5,6
0.030,13105,151,1,3,39.62,40.62
0.030,13105,128,1,4,31.44,32.44
0.030,13105,14,1,2,5,6
0.030,13105,151,1,3,39.62,40.62
0.030,13105,128,1,4,31.44,32.44
0.030,13105,151,2,8,40.62,41.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,151,1,3,39.62,40.62
0.030,13105,52,1,5,15.450000000000001,16.450000000000003
0.030,13105,14,1,2,5,6
0.030,13105,151,1,3,39.62,40.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,151,1,3,39.62,40.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,128,1,4,31.44,32.44
0.030,13105,151,1,3,39.62,40.62
0.030,13105,14,1,2,5,6
0.030,13105,151,2,8,40.62,41.62
0.030,13105,128,1,4,31.44,32.44
0.030,13105,151,1,3,39.62,40.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,151,2,8,40.62,41.62
0.030,13105,128,1,4,31.44,32.44
0.030,13105,235,1,6,60.52,60.58
0.030,13105,14,1,2,5,6
0.030,13105,151,1,3,39.62,40.62
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,78,1,11,19.05,20.05
0.035,25635,78,1,11,19.05,20.05
0.035,25635,240,1,13,51.18500000000001,52.18500000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,136,1,6,29.680000000000003,30.680000000000003
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,78,1,11,19.05,20.05
0.035,25635,136,1,6,29.680000000000003,30.680000000000003
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,78,1,11,19.05,20.05
0.035,25635,12,1,5,4,5.245
0.035,25635,78,1,11,19.05,20.05
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,259,1,2,54.46500000000001,54.57000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,78,1,11,19.05,20.05
0.035,25635,78,1,11,19.05,20.05
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,10,1,6,3,4
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,78,1,11,19.05,20.05
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,136,1,6,29.680000000000003,30.680000000000003
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,136,1,6,29.680000000000003,30.680000000000003
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,78,1,11,19.05,20.05
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,10,1,6,3,4
0.035,25635,240,1,13,51.18500000000001,52.18500000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,10,1,6,3,4
0.035,25635,12,1,5,4,5.245
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,78,1,11,19.05,20.05
0.035,25635,12,1,5,4,5.245
0.035,25635,136,1,6,29.680000000000003,30.680000000000003
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,10,1,6,3,4
0.035,25635,12,1,5,4,5.245
0.035,25635,78,1,11,19.05,20.05
0.035,25635,78,1,11,19.05,20.05
0.035,25635,78,1,11,19.05,20.05
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,12,1,5,4,5.245
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,61,1,2,14.735000000000001,15.735000000000001
0.035,25635,259,1,2,54.46500000000001,54.57000000000001
0.035,25635,78,1,11,19.05,20.05
0.040,15541,90,1,5,27.32,28.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,305,1,4,78.71999999999998,79.71999999999998
0.040,15541,36,1,10,11.72,12.72
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,82,1,8,26.32,27.32
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,82,1,8,26.32,27.32
0.040,15541,90,1,5,27.32,28.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,36,1,10,11.72,12.72
0.040,15541,90,1,5,27.32,28.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,36,1,10,11.72,12.72
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,36,1,10,11.72,12.72
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,82,1,8,26.32,27.32
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,82,1,8,26.32,27.32
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,22,1,34,2,3
0.040,15541,25,2,9,9.4,10.4
0.040,15541,90,1,5,27.32,28.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.040,15541,25,2,9,9.4,10.4
0.040,15541,25,1,7,8.4,9.4
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,32,1,10,7.765000000000001,7.8100000000000005
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,91,1,3,18.305,19.305
0.045,30227,26,1,3,4.495,5.495
0.045,30227,129,1,11,29.935,31.16
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,2,5,14.26,15.305
0.045,30227,129,1,11,29.935,31.16
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,2,5,14.26,15.305
0.045,30227,26,1,3,4.495,5.495
0.045,30227,129,1,11,29.935,31.16
0.045,30227,26,1,3,4.495,5.495
0.045,30227,129,1,11,29.935,31.16
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,141,1,3,32.294999999999995,33.294999999999995
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,32,1,10,7.765000000000001,7.8100000000000005
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,129,1,11,29.935,31.16
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,2,5,14.26,15.305
0.045,30227,129,1,11,29.935,31.16
0.045,30227,68,2,5,14.26,15.305
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,32,1,10,7.765000000000001,7.8100000000000005
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,2,5,14.26,15.305
0.045,30227,26,1,3,4.495,5.495
0.045,30227,67,1,126,2,3
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,141,1,3,32.294999999999995,33.294999999999995
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,32,1,10,7.765000000000001,7.8100000000000005
0.045,30227,26,1,3,4.495,5.495
0.045,30227,141,1,3,32.294999999999995,33.294999999999995
0.045,30227,26,1,3,4.495,5.495
0.045,30227,91,1,3,18.305,19.305
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,67,1,126,2,3
0.045,30227,68,1,2,13.26,14.26
0.045,30227,68,1,2,13.26,14.26
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,141,1,3,32.294999999999995,33.294999999999995
0.045,30227,129,1,11,29.935,31.16
0.045,30227,26,1,3,4.495,5.495
0.045,30227,26,1,3,4.495,5.495
0.045,30227,68,2,5,14.26,15.305
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,96,1,5,19.700000000000003,20.6
0.050,1965,146,1,1,30.650000000000002,31.650000000000002
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,146,1,1,30.650000000000002,31.650000000000002
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,146,1,1,30.650000000000002,31.650000000000002
0.050,1965,38,1,12,6.75,7.75
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,308,1,3,68.75000000000001,69.75000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,38,1,12,6.75,7.75
0.050,1965,308,1,3,68.75000000000001,69.75000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,342,1,7,77.40000000000002,78.40000000000002
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,308,1,3,68.75000000000001,69.75000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,308,1,3,68.75000000000001,69.75000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.050,1965,250,1,9,50.35000000000001,51.85000000000001
0.050,1965,222,1,10,43.85000000000001,44.85000000000001
0.050,1965,204,1,1,39.35000000000001,40.35000000000001
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,140,1,7,31.080000000000002,32.08
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,24,1,7,2,3
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,140,1,7,31.080000000000002,32.08
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,140,1,7,31.080000000000002,32.08
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,58,1,13,15.375,16.375
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,257,1,3,47.78499999999999,48.16999999999999
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.055,30678,140,1,7,31.080000000000002,32.08
0.055,30678,58,1,13,15.375,16.375
0.055,30678,257,1,2,47.78499999999999,48.16999999999999
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,2,7,9.78,10.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,141,1,1,47.019999999999996,48.019999999999996
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,141,1,1,47.019999999999996,48.019999999999996
0.060,15681,22,2,7,9.78,10.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,1,6,8.78,9.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,33,1,1,11.78,12.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,33,1,1,11.78,12.78
0.060,15681,141,1,1,47.019999999999996,48.019999999999996
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,1,6,8.78,9.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,1,6,8.78,9.78
0.060,15681,141,1,1,47.019999999999996,48.019999999999996
0.060,15681,33,1,1,11.78,12.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,50,1,8,17.44,18.5
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,2,7,9.78,11.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,1,6,8.78,9.78
0.060,15681,90,1,2,28.28,29.28
0.060,15681,22,2,7,9.78,10.78
0.060,15681,50,1,8,17.44,18.5
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,22,2,7,9.78,10.78
0.060,15681,90,1,2,28.28,29.28
0.060,15681,22,2,7,9.78,10.78
0.060,15681,22,1,6,8.78,9.78
0.060,15681,143,1,5,49.019999999999996,50.019999999999996
0.060,15681,50,1,8,17.44,18.5
0.060,15681,50,1,8,17.44,18.5
